DateTime,FASE A,FASE B,FASE C,TOTAL,Consumo
16/02/2025 11:00:00,"1571,16","2142,38","1229,22","4942,77","823,79"
16/02/2025 11:10:00,"1633,67","2192,65","1328,60","5154,93","859,15"
16/02/2025 11:20:00,"1384,84","2225,38","1370,91","4981,13","830,19"
16/02/2025 11:30:00,"1382,79","2272,36","1534,02","5189,17","864,86"
16/02/2025 11:40:00,"1458,73","2099,35","1159,11","4717,19","786,20"
16/02/2025 11:50:00,"1566,32","2236,39","1435,82","5238,53","873,09"
16/02/2025 12:00:00,"1604,78","2249,78","1421,29","5275,85","879,31"
16/02/2025 12:10:00,"1528,53","2318,74","1490,31","5337,57","889,60"
16/02/2025 12:20:00,"1605,64","2259,04","1459,67","5324,35","887,39"
16/02/2025 12:30:00,"1580,23","2107,42","1021,55","4709,20","784,87"
16/02/2025 12:40:00,"1503,78","2313,01","1585,30","5402,09","900,35"
16/02/2025 12:50:00,"1414,71","2333,27","1604,09","5352,07","892,01"
16/02/2025 13:00:00,"1525,27","2383,68","1624,40","5533,35","922,23"
16/02/2025 13:10:00,"1461,83","2267,21","1356,53","5085,57","847,60"
16/02/2025 13:20:00,"1525,02","2413,72","1681,07","5619,81","936,63"
16/02/2025 13:30:00,"1467,86","2450,42","1815,06","5733,34","955,56"
16/02/2025 13:40:00,"1656,28","2194,63","1238,93","5089,84","848,31"
16/02/2025 13:50:00,"1704,76","2189,86","1237,07","5131,70","855,28"
16/02/2025 14:00:00,"1542,35","2240,88","1297,53","5080,77","846,79"
16/02/2025 14:10:00,"1499,43","2148,40","1075,46","4723,29","787,21"
16/02/2025 14:20:00,"1549,21","2118,63","1059,90","4727,74","787,96"
16/02/2025 14:30:00,"1506,82","2162,96","1146,27","4816,05","802,68"
16/02/2025 14:40:00,"1583,23","2215,27","1274,99","5073,50","845,58"
16/02/2025 14:50:00,"1814,67","2296,95","1470,14","5581,76","930,29"
16/02/2025 15:00:00,"2140,44","2289,53","1445,97","5875,94","979,32"
16/02/2025 15:10:00,"2063,19","2182,44","1300,00","5545,64","924,27"
16/02/2025 15:20:00,"1981,74","2251,49","1430,78","5664,01","944,00"
16/02/2025 15:30:00,"1923,24","2107,91","1234,52","5265,66","877,61"
16/02/2025 15:40:00,"2013,90","2253,51","1396,52","5663,92","943,99"
16/02/2025 15:50:00,"1939,31","2210,61","1358,61","5508,53","918,09"
16/02/2025 16:00:00,"1875,99","2284,10","1464,59","5624,68","937,45"
16/02/2025 16:10:00,"1894,76","2199,25","1284,18","5378,20","896,37"
16/02/2025 16:20:00,"2129,63","2114,77","1219,55","5463,95","910,66"
16/02/2025 16:30:00,"1925,27","2153,54","1307,45","5386,26","897,71"
16/02/2025 16:40:00,"1497,45","2070,48","1096,45","4664,38","777,40"
16/02/2025 16:50:00,"1592,26","2146,55","1179,42","4918,22","819,70"
16/02/2025 17:00:00,"1626,78","2141,01","1128,93","4896,72","816,12"
16/02/2025 17:10:00,"1442,08","2248,40","1411,76","5102,24","850,37"
16/02/2025 17:20:00,"1382,28","2253,10","1504,32","5139,71","856,62"
16/02/2025 17:30:00,"1809,28","2439,76","1888,93","6137,97","1023,00"
16/02/2025 17:40:00,"2079,22","2367,89","1717,84","6164,95","1027,49"
16/02/2025 17:50:00,"1945,15","2313,17","1640,47","5898,78","983,13"
16/02/2025 18:00:00,"1970,65","2156,93","1312,23","5439,82","906,64"
16/02/2025 18:10:00,"2042,77","2397,69","1772,11","6212,57","1035,43"
16/02/2025 18:20:00,"2103,34","2297,25","1645,69","6046,28","1007,71"
16/02/2025 18:30:00,"2039,31","2202,06","1421,38","5662,75","943,79"
16/02/2025 18:40:00,"1839,03","2168,48","1377,12","5384,63","897,44"
16/02/2025 18:50:00,"1744,99","2247,57","1587,52","5580,08","930,01"
16/02/2025 19:00:00,"1941,70","2153,17","1480,32","5575,20","929,20"
16/02/2025 19:10:00,"1811,58","2232,72","1472,87","5517,17","919,53"
16/02/2025 19:20:00,"1820,79","2179,67","1444,83","5445,28","907,55"
16/02/2025 19:30:00,"2090,86","2190,99","1376,63","5658,49","943,08"
16/02/2025 19:40:00,"2010,75","2169,83","1407,56","5588,14","931,36"
16/02/2025 19:50:00,"1938,62","2115,78","1306,70","5361,10","893,52"
16/02/2025 20:00:00,"1830,73","2099,31","1261,73","5191,78","865,30"
16/02/2025 20:10:00,"2045,79","2136,35","1289,76","5471,90","911,98"
16/02/2025 20:20:00,"1939,40","2374,06","1805,64","6119,09","1019,85"
16/02/2025 20:30:00,"1873,29","2244,89","1585,40","5703,58","950,60"
16/02/2025 20:40:00,"1927,14","2107,03","1102,42","5136,59","856,10"
16/02/2025 20:50:00,"1991,71","2092,80","1152,15","5236,66","872,78"
16/02/2025 21:00:00,"2026,58","2066,14","1146,20","5238,93","873,15"
16/02/2025 21:10:00,"1931,34","1938,87","909,80","4780,01","796,67"
16/02/2025 21:20:00,"1870,89","2187,49","1507,17","5565,55","927,59"
16/02/2025 21:30:00,"2067,81","2064,30","1283,45","5415,56","902,59"
16/02/2025 21:40:00,"1931,34","2085,27","1245,82","5262,44","877,07"
16/02/2025 21:50:00,"1824,39","2103,35","1307,56","5235,30","872,55"
16/02/2025 22:00:00,"1888,63","2143,15","1376,57","5408,35","901,39"
16/02/2025 22:10:00,"1951,16","2006,11","1144,02","5101,29","850,22"
16/02/2025 22:20:00,"1919,62","2397,59","1854,00","6171,21","1028,54"
16/02/2025 22:30:00,"1825,35","2188,55","1478,14","5492,04","915,34"
16/02/2025 22:40:00,"1845,06","2051,55","1216,40","5113,01","852,17"
16/02/2025 22:50:00,"2077,95","2098,47","1303,53","5479,94","913,32"
16/02/2025 23:00:00,"2020,38","2188,35","1421,32","5630,04","938,34"
16/02/2025 23:10:00,"1846,92","2229,32","1521,07","5597,31","932,88"
16/02/2025 23:20:00,"1869,21","2263,88","1671,67","5804,76","967,46"
16/02/2025 23:30:00,"1999,70","2267,22","1638,56","5905,47","984,25"
16/02/2025 23:40:00,"1788,31","2070,60","1256,71","5115,62","852,60"
16/02/2025 23:50:00,"1813,64","2166,24","1446,63","5426,52","904,42"
17/02/2025 00:00:00,"1945,13","2094,59","1195,64","5235,37","872,56"
17/02/2025 00:10:00,"2049,18","2251,58","1504,40","5805,16","967,53"
17/02/2025 00:20:00,"1899,51","2246,99","1449,62","5596,11","932,69"
17/02/2025 00:30:00,"1954,12","2243,72","1552,29","5750,13","958,35"
17/02/2025 00:40:00,"1943,77","2392,06","1748,23","6084,06","1014,01"
17/02/2025 00:50:00,"2019,63","2301,71","1784,50","6105,84","1017,64"
17/02/2025 01:00:00,"1850,24","2175,59","1437,81","5463,64","910,61"
17/02/2025 01:10:00,"1816,17","2258,99","1538,59","5613,75","935,62"
17/02/2025 01:20:00,"1909,36","2071,89","1151,49","5132,74","855,46"
17/02/2025 01:30:00,"2116,38","1930,78","982,76","5029,91","838,32"
17/02/2025 01:40:00,"1955,73","2012,31","1080,70","5048,74","841,46"
17/02/2025 01:50:00,"1937,71","2008,47","1132,50","5078,68","846,45"
17/02/2025 02:00:00,"1968,49","2208,87","1318,82","5496,18","916,03"
17/02/2025 02:10:00,"1928,27","2069,22","1146,48","5143,97","857,33"
17/02/2025 02:20:00,"1875,30","2185,97","1476,34","5537,61","922,94"
17/02/2025 02:30:00,"1890,79","2121,70","1311,14","5323,63","887,27"
17/02/2025 02:40:00,"1913,82","2072,29","1205,18","5191,29","865,22"
17/02/2025 02:50:00,"2105,94","2111,53","1272,00","5489,48","914,91"
17/02/2025 03:00:00,"1892,29","2171,80","1294,72","5358,81","893,13"
17/02/2025 03:10:00,"2027,73","2198,63","1468,92","5695,28","949,21"
17/02/2025 03:20:00,"1987,01","1983,96","949,69","4920,67","820,11"
17/02/2025 03:30:00,"1943,81","2044,08","1114,66","5102,54","850,42"
17/02/2025 03:40:00,"1842,09","2068,10","1176,18","5086,37","847,73"
17/02/2025 03:50:00,"1795,69","2146,75","1360,22","5302,67","883,78"
17/02/2025 04:00:00,"1841,93","2073,99","1115,22","5031,13","838,52"
17/02/2025 04:10:00,"2016,81","2025,10","1122,44","5164,35","860,72"
17/02/2025 04:20:00,"1941,71","1981,01","955,34","4878,06","813,01"
17/02/2025 04:30:00,"2001,44","2167,98","1391,78","5561,21","926,87"
17/02/2025 04:40:00,"1956,20","2140,08","1380,06","5476,33","912,72"
17/02/2025 04:50:00,"1960,73","2126,37","1301,73","5388,83","898,14"
17/02/2025 05:00:00,"1852,93","2316,22","1576,13","5745,28","957,55"
17/02/2025 05:10:00,"1959,33","2373,43","1787,87","6120,62","1020,10"
17/02/2025 05:20:00,"2032,68","2298,41","1672,92","6004,01","1000,67"
17/02/2025 05:30:00,"2033,96","2040,22","1160,56","5234,73","872,46"
17/02/2025 05:40:00,"1891,76","2023,70","1140,49","5055,95","842,66"
17/02/2025 05:50:00,"1897,46","2172,82","1362,59","5432,87","905,48"
17/02/2025 06:00:00,"1902,52","2186,17","1430,87","5519,56","919,93"
17/02/2025 06:10:00,"1797,37","2126,91","1226,37","5150,65","858,44"
17/02/2025 06:20:00,"1834,30","2189,61","1440,03","5463,94","910,66"
17/02/2025 06:30:00,"2091,84","2196,52","1471,99","5760,36","960,06"
